id,flightNumber,latitude,fit,longitude,originLatitude,originLongitude,destinationLatitude,destinationLongitude,departure,arrival,scheduledArrival,airline,originCountry,destinationCountry,originWeather,destinationWeather,distance,period,month,day,late_arrival
2d631dfd,UPS267,32.01,0,34.88,34.875111,33.624851,32.011379,34.886662,2022-09-08T19:03:56+03:00,2022-09-08T19:45:14+03:00,2022-09-08T19:47:00+03:00,5X,CYP,ISR,,,,regular,9,5,ok
2d626114,ELY612,36.8,33000,34.54,55.408779,37.906311,32.011379,34.886662,2022-09-08T15:17:00+03:00,2022-09-08T20:46:40+03:00,2022-09-08T20:55:00+03:00,LY,RUS,ISR,,,,regular,9,5,
2d6372b8,PGT785,38.66,35000,30.41,40.898548,29.30921,32.011379,34.886662,2022-09-08T21:18:25+03:00,2022-09-08T22:52:32+03:00,2022-09-08T22:30:00+03:00,PC,TUR,ISR,Clear,Clear,,regular,9,5,
2d626130,TRA5803,32.01,0,34.87,52.308609,4.763889,32.011379,34.886662,2022-09-08T14:46:10+02:00,2022-09-08T19:46:55+03:00,2022-09-08T19:55:00+03:00,HV,NL,ISR,,,,regular,9,5,ok
2d631a8c,HYM457,32,0,34.88,46.927738,28.930969,32.011379,34.886662,2022-09-08T19:14:49+03:00,2022-09-08T21:36:02+03:00,2022-09-08T21:30:00+03:00,H7,MDA,ISR,Clear,Clear,,regular,9,5,ok
2d626130,TRA5803,32.01,0,34.87,52.308609,4.763889,32.011379,34.886662,2022-09-08T14:46:10+02:00,2022-09-08T19:46:55+03:00,2022-09-08T19:55:00+03:00,HV,NL,ISR,,,,regular,9,5,ok
2d62cd77,ISR512,32.01,0,34.87,36.405411,28.086189,32.011379,34.886662,2022-09-08T17:58:09+03:00,2022-09-08T19:11:37+03:00,2022-09-08T17:20:00+03:00,6H,GRC,ISR,,,,regular,9,5,heavy late
2d6255ca,EZY9LT,32,0,34.89,51.874722,-0.36833,32.011379,34.886662,2022-09-08T13:07:08+01:00,2022-09-08T19:40:56+03:00,2022-09-08T19:35:00+03:00,U2,GBR,ISR,,,,regular,9,5,ok
2d631c66,ISR562,33.9,35000,31.59,37.936352,23.94446,32.011379,34.886662,2022-09-08T18:55:26+03:00,2022-09-08T20:33:52+03:00,2022-09-08T19:55:00+03:00,QS,GR,ISR,,,,regular,9,5,
2d631a8c,HYM457,32,0,34.88,46.927738,28.930969,32.011379,34.886662,2022-09-08T19:14:49+03:00,2022-09-08T21:36:02+03:00,2022-09-08T21:30:00+03:00,H7,MDA,ISR,Clear,Clear,,regular,9,5,ok
2d62a188,RYR6280,32.01,0,34.87,44.535439,11.28866,32.011379,34.886662,2022-09-08T15:40:10+02:00,2022-09-08T19:49:08+03:00,2022-09-08T18:55:00+03:00,FR,ITA,ISR,,,,regular,9,5,late
2d62da31,NSZ3790,32.65,15225,33.97,55.616959,12.645637,32.011379,34.886662,2022-09-08T17:05:01+02:00,2022-09-08T21:59:06+03:00,2022-09-08T21:45:00+03:00,DY,DK,ISR,Rain,Clear,,regular,9,5,
2d637d67,ISR992,32.01,150,34.88,27.97728,34.394951,32.011379,34.886662,2022-09-08T19:47:10+02:00,2022-09-08T21:39:12+03:00,2022-09-08T21:30:00+03:00,6H,EGY,ISR,Clear,Clear,,regular,9,5,ok
2d62648a,ELY2522,32,0,34.88,50.10083,14.26,32.011379,34.886662,2022-09-08T14:21:46+02:00,2022-09-08T18:39:25+03:00,2022-09-08T18:50:00+03:00,LY,CZE,ISR,,,,regular,9,5,ok
2d62db41,ELY5204,32.01,0,34.87,41.610271,41.599689,32.011379,34.886662,2022-09-08T18:35:12+04:00,2022-09-08T19:38:17+03:00,2022-09-08T19:25:00+03:00,,GEO,ISR,Clear,Clear,,regular,9,5,ok
2d62ce34,ELY974,31.45,26000,37.15,25.252769,55.364441,32.011379,34.886662,2022-09-08T18:33:13+04:00,2022-09-08T20:18:56+03:00,2022-09-08T20:20:00+03:00,LY,AE,ISR,,,,regular,9,5,
2d62a188,RYR6280,32.01,0,34.87,44.535439,11.28866,32.011379,34.886662,2022-09-08T15:40:10+02:00,2022-09-08T19:49:08+03:00,2022-09-08T18:55:00+03:00,FR,ITA,ISR,,,,regular,9,5,late
2d6386d2,AIZ214,35.6,35025,28.39,37.936352,23.94446,32.011379,34.886662,2022-09-08T21:06:04+03:00,2022-09-08T22:35:28+03:00,,IZ,GR,ISR,Clear,Clear,,regular,9,5,
2d631ba2,WZZ2327,32.15,3875,34.61,47.436932,19.25559,32.011379,34.886662,2022-09-08T18:06:54+02:00,2022-09-08T21:44:06+03:00,2022-09-08T20:25:00+03:00,W6,HUN,ISR,Clouds,Clear,,regular,9,5,
2d637d67,ISR992,32.02,475,34.85,27.97728,34.394951,32.011379,34.886662,2022-09-08T19:47:10+02:00,2022-09-08T21:39:12+03:00,2022-09-08T21:30:00+03:00,6H,EGY,ISR,Clear,Clear,,regular,9,5,
2d62cd77,ISR512,32.01,0,34.87,36.405411,28.086189,32.011379,34.886662,2022-09-08T17:58:09+03:00,2022-09-08T19:11:37+03:00,2022-09-08T17:20:00+03:00,6H,GRC,ISR,Clear,Clear,,regular,9,5,heavy late
2d6278f5,AHO889Z,32.4,8850,34.17,51.874722,-0.36833,32.011379,34.886662,2022-09-08T15:29:13+01:00,2022-09-08T21:50:36+03:00,2022-09-08T21:54:00+03:00,,GBR,ISR,Clouds,Clear,,regular,9,5,
2d62e406,ELY316,35.03,39000,31.77,51.471626,-0.467081,32.011379,34.886662,2022-09-08T16:18:08+01:00,2022-09-08T22:22:40+03:00,2022-09-08T22:00:00+03:00,LY,GB,ISR,Clouds,Clear,,regular,9,5,
2d634593,FDB1627,29.3,36000,42.22,25.252769,55.364441,32.011379,34.886662,2022-09-08T20:59:00+04:00,2022-09-08T22:48:16+03:00,2022-09-08T22:55:00+03:00,FZ,AE,ISR,Clear,Clear,,regular,9,5,
2d63481a,ISR532,32.32,7850,34.37,39.60194,19.911659,32.011379,34.886662,2022-09-08T19:47:55+03:00,2022-09-08T21:48:26+03:00,2022-09-08T21:15:00+03:00,QS,GRC,ISR,Clear,Clear,,regular,9,5,
2d637b58,AIZ096,33.62,35000,30.62,35.33971,25.18029,32.011379,34.886662,2022-09-08T21:00:38+03:00,2022-09-08T22:22:40+03:00,,IZ,GRC,ISR,Clouds,Clear,,regular,9,5,
2d638edc,BBG751,35.05,30725,27.18,35.33971,25.18029,32.011379,34.886662,2022-09-08T21:24:14+03:00,2022-09-08T22:46:08+03:00,2022-09-08T22:40:00+03:00,BZ,GRC,ISR,Clouds,Clear,,regular,9,5,
2d632469,THY8JD,39.96,24150,29.7,40.898548,29.30921,32.011379,34.886662,2022-09-08T19:43:06+03:00,2022-09-08T21:22:56+03:00,2022-09-08T21:05:00+03:00,,TUR,ISR,,,,regular,9,5,
2d631a8c,HYM457,32,0,34.88,46.927738,28.930969,32.011379,34.886662,2022-09-08T19:14:49+03:00,2022-09-08T21:36:02+03:00,2022-09-08T21:30:00+03:00,H7,MDA,ISR,Clear,Clear,,regular,9,5,ok
2d6378cb,CYF102,32.28,7750,34.37,34.875111,33.624851,32.011379,34.886662,2022-09-08T21:10:00+03:00,2022-09-08T21:47:16+03:00,2022-09-08T22:00:00+03:00,U8,CYP,ISR,Clear,Clear,,regular,9,5,
2d62d8ea,IBE3316,33.79,39000,31.79,40.488701,-3.57,32.011379,34.886662,2022-09-08T17:06:53+02:00,2022-09-08T22:14:08+03:00,2022-09-08T22:45:00+03:00,IB,ES,ISR,Clouds,Clear,,regular,9,5,
2d636639,ROT153C,37.15,37000,30.39,44.572159,26.102171,32.011379,34.886662,2022-09-08T20:34:25+03:00,2022-09-08T22:44:00+03:00,2022-09-08T22:30:00+03:00,RO,ROU,ISR,Clear,Clear,,regular,9,5,
2d636551,AZO7025,39.21,34025,32.24,43.449921,39.956581,32.011379,34.886662,2022-09-08T20:34:07+03:00,2022-09-08T22:55:03+03:00,,A4,RUS,ISR,Clear,Clear,,regular,9,5,
2d63495d,DLH690,32.01,0,34.88,50.037796,8.555783,32.011379,34.886662,2022-09-08T19:01:27+02:00,2022-09-08T23:29:28+03:00,2022-09-08T23:05:00+03:00,LH,DE,ISR,Clear,Clear,,regular,9,5,late
2d63b395,THY6PW,32.01,0,34.88,41.267052,28.729757,32.011379,34.886662,2022-09-08T21:53:00+03:00,2022-09-08T23:32:45+03:00,2022-09-08T23:00:00+03:00,TK,TR,ISR,Clear,Clear,,regular,9,5,late
